B96.0,"Mycoplasma Pneumoniae (M. Pneumoniae), Como Causa de Doenças Classificadas em Outros Capítulos"
B97.0,"Adenovírus, Como Causa de Doenças Classificadas em Outros Capítulos"
C00.0,Neoplasia Maligna do Lábio Superior Externo
C02.0,Neoplasia Maligna da Face Dorsal da Língua
C03.0,Neoplasia Maligna da Gengiva Superior
C04.0,Neoplasia Maligna do Assoalho Anterior da Boca
C05.0,Neoplasia Maligna do Palato Duro
C06.0,Neoplasia Maligna da Mucosa Oral
C08.0,Neoplasia Maligna da Glândula Submandibular
C09.0,Neoplasia Maligna da Fossa Amigdaliana
C10.0,Neoplasia Maligna da Valécula
C11.0,Neoplasia Maligna da Parede Superior da Nasofaringe
C13.0,Neoplasia Maligna da Região Pós-cricóidea
C14.0,"Neoplasia Maligna da Faringe, Não Especificada"
C15.0,Neoplasia Maligna da Porção Cervical do Esôfago (esôfago Cervical)
C16.0,Neoplasia Maligna da Cárdia
C17.0,Neoplasia Maligna do Duodeno
C18.0,Neoplasia Maligna do Ceco
C21.0,"Neoplasia Maligna do Ânus, Não Especificado"
C22.0,Carcinoma de Células Hepáticas
C24.0,Neoplasia Maligna Das Vias Biliares Extra-hepáticas
C25.0,Neoplasia Maligna da Cabeça do Pâncreas
C26.0,"Neoplasia Maligna do Trato Intestinal, Parte Não Especificada"
C30.0,Neoplasia Maligna da Cavidade Nasal
C31.0,Neoplasia Maligna do Seio Maxilar
C32.0,Neoplasia Maligna da Glote
C34.0,Neoplasia Maligna do Brônquio Principal
C38.0,Neoplasia Maligna do Coração
C39.0,"Neoplasia Maligna do Trato Respiratório Superior, Porção Não Especificada"
C40.0,Neoplasia Maligna da Omoplata (escápula) e Ossos Longos Dos Membros Superiores
C41.0,Neoplasia Maligna Dos Ossos do Crânio e da Face
C43.0,Melanoma Maligno do Lábio
C44.0,Neoplasia Maligna da Pele do Lábio
C45.0,Mesotelioma da Pleura
C46.0,Sarcoma de Kaposi da Pele
C47.0,"Neoplasia Maligna Dos Nervos Periféricos da Cabeça, Face e Pescoço"
C48.0,Neoplasia Maligna do Retroperitônio
C49.0,"Neoplasia Maligna do Tecido Conjuntivo e Tecidos Moles da Cabeça, Face e Pescoço"
C50.0,Neoplasia Maligna do Mamilo e Aréola
C51.0,Neoplasia Maligna Dos Grandes Lábios
C53.0,Neoplasia Maligna do Endocérvix
C54.0,Neoplasia Maligna do Istmo do Útero
C57.0,Neoplasia Maligna da Trompa de Falópio
C60.0,Neoplasia Maligna do Prepúcio
C62.0,Neoplasia Maligna do Testículo Criptorquídico
C63.0,Neoplasia Maligna do Epidídimo
C67.0,Neoplasia Maligna do Trígono da Bexiga
C68.0,Neoplasia Maligna da Uretra
C69.0,Neoplasia Maligna da Conjuntiva
C70.0,Neoplasia Maligna Das Meninges Cerebrais
C71.0,"Neoplasia Maligna do Cérebro, Exceto Lobos e Ventrículos"
C72.0,Neoplasia Maligna da Medula Espinhal
C74.0,Neoplasia Maligna do Córtex da Supra-renal
C75.0,Neoplasia Maligna da Glândula Paratireóide
C76.0,"Neoplasia Maligna da Cabeça, Face e Pescoço"
C77.0,"Neoplasia Maligna Secundária e Não Especificada Dos Gânglios Linfáticos da Cabeça, Face e Pescoço"
C78.0,Neoplasia Maligna Secundária Dos Pulmões
C79.0,Neoplasia Maligna Secundária do Rim e da Pelve Renal
C81.0,"Doença de Hodgkin, Predominância Linfocítica"
C82.0,"Linfoma Não-Hodgkin, Pequenas Células Clivadas, Folicular"
C83.0,"Linfoma Não-Hodgkin Difuso, Pequenas Células (difuso)"
C84.0,Micose Fungóide
C85.0,Linfossarcoma
C88.0,Macroglobulinemia de Waldenström
C90.0,Mieloma Múltiplo
C91.0,Leucemia Linfoblástica Aguda
C92.0,Leucemia Mielóide Aguda
C93.0,Leucemia Monocítica Aguda
C94.0,Eritremia e Eritroleucemia Agudas
C95.0,Leucemia Aguda de Tipo Celular Não Especificado
C96.0,Doença de Letterer-Siwe
D00.0,"Carcinoma in Situ Dos Lábios, Cavidade Oral e Faringe"
D01.0,Carcinoma in Situ do Cólon
D02.0,Carcinoma in Situ da Laringe
D03.0,Melanoma in Situ do Lábio
D04.0,Carcinoma in Situ da Pele do Lábio
D05.0,Carcinoma Lobular in Situ
D06.0,Carcinoma in Situ do Endocérvix
D07.0,Carcinoma in Situ do Endométrio
D09.0,Carcinoma in Situ da Bexiga
D10.0,Neoplasia Benigna Dos Lábios
D11.0,Neoplasia Benigna da Glândula Parótida
D12.0,Neoplasia Benigna do Ceco
D13.0,Neoplasia Benigna do Esôfago
D14.0,"Neoplasia Benigna do Ouvido Médio, Cavidade Nasal e Seios Paranasais"
D15.0,Neoplasia Benigna do Timo
D16.0,Neoplasia Benigna da Omoplata (escápula) e Ossos Longos Dos Membros Superiores
D17.0,"Neoplasia Lipomatosa Benigna da Pele e do Tecido Subcutâneo da Cabeça, Face e Pescoço"
D18.0,Hemangioma de Qualquer Localização
D19.0,Neoplasia Benigna do Tecido Mesotelial da Pleura
D20.0,Neoplasia Benigna do Retroperitônio
D21.0,"Neoplasia Benigna do Tecido Conjuntivo e Outros Tecidos Moles da Cabeça, Face e Pescoço"
D22.0,Nevo Melanocítico do Lábio
D23.0,Neoplasia Benigna da Pele Dos Lábios
D25.0,Leiomioma Submucoso do Útero
D26.0,Neoplasia Benigna do Colo do Útero
D28.0,Neoplasia Benigna da Vulva
D29.0,Neoplasia Benigna do Pênis
D30.0,Neoplasia Benigna do Rim
D31.0,Neoplasia Benigna da Conjuntiva
D32.0,Neoplasia Benigna Das Meninges Cerebrais
D33.0,"Neoplasia Benigna do Encéfalo, Supratentorial"
D35.0,Neoplasia Benigna da Glândula Supra-renal (adrenal)
D36.0,Neoplasia Benigna Dos Gânglios Linfáticos (linfonodos)
D37.0,"Neoplasia de Comportamento Incerto ou Desconhecido do Lábio, Cavidade Oral e Faringe"
D38.0,Neoplasia de Comportamento Incerto ou Desconhecido da Laringe
D39.0,Neoplasia de Comportamento Incerto ou Desconhecido do Útero
D40.0,Neoplasia de Comportamento Incerto ou Desconhecido da Próstata
D41.0,Neoplasia de Comportamento Incerto ou Desconhecido do Rim
D42.0,Neoplasia de Comportamento Incerto ou Desconhecido Das Meninges Cerebrais
D43.0,"Neoplasia de Comportamento Incerto ou Desconhecido do Encéfalo, Supratentorial"
D44.0,Neoplasia de Comportamento Incerto ou Desconhecido da Glândula Tireóide
D46.0,Anemia Refratária Sem Sideroblastos
D47.0,Tumores de Comportamento Incerto ou Desconhecido de Mastócitos e Células Histiocíticas
D48.0,Neoplasia de Comportamento Incerto ou Desconhecido Dos Ossos e Cartilagens Articulares
D50.0,Anemia Por Deficiência de Ferro Secundária à Perda de Sangue (crônica)
D51.0,Anemia Por Deficiência de Vitamina B12 Devida à Deficiência de Fator Intrínseco
D52.0,Anemia Por Deficiência de Folato na Dieta
D53.0,Anemia Por Deficiência de Proteínas
D55.0,Anemia Devida à Deficiência de Glicose-6-fosfato-desidrogenase (G-6-PD)
D56.0,Talassemia Alfa
D57.0,Anemia Falciforme Com Crise
D58.0,Esferocitose Hereditária
D59.0,Anemia Hemolítica Auto-imune Induzida Por Droga
D60.0,Aplasia Pura Adquirida Crônica da Série Vermelha
D61.0,Anemia Aplástica Constitucional
D63.0,Anemia em Neoplasias
D64.0,Anemia Sideroblástica Hereditária
D68.0,Doença de Von Willebrand
D69.0,Púrpura Alérgica
D72.0,Anomalias Genéticas Dos Leucócitos
D73.0,Hipoesplenismo
D74.0,Metemoglobinemia Congênita
D75.0,Eritrocitose Familiar
D76.0,Histiocitose Das Células de Langerhans Não Classificadas em Outra Parte
D80.0,Hipogamaglobulinemia Hereditária
D81.0,Imunodeficiência Combinada Grave (SCID) Com Disgenesia Reticular
D82.0,Síndrome de Wiskott-Aldrich
D83.0,Imunodeficiência Comum Variável Com Predominância de Anormalidades do Número e da Função Das Células B
D84.0,Defeito do Antígeno-1 da Função de Linfócito (LFA-1)
D86.0,Sarcoidose do Pulmão
D89.0,Hipergamaglobulinemia Policlonal
E00.0,Síndrome da Deficiência Congênita de Iodo do Tipo Neurológico
E01.0,Bócio (endêmico) Difuso Por Deficiência de Iodo
E03.0,Hipotireoidismo Congênito Com Bócio Difuso
E04.0,Bócio Não-tóxico Difuso
E05.0,Tireotoxicose Com Bócio Difuso
E06.0,Tireoidite Aguda
E07.0,Hipersecreção de Calcitonina
E10.0,Diabetes Mellitus Insulino-dependente - Com Coma
E11.0,Diabetes Mellitus Não-insulino-dependente - Com Coma
E12.0,Diabetes Mellitus Relacionado Com a Desnutrição - Com Coma
E13.0,Outros Tipos Especificados de Diabetes Mellitus - Com Coma
E14.0,Diabetes Mellitus Não Especificado - Com Coma
E16.0,Hipoglicemia Induzida Por Droga Sem Coma
E20.0,Hipoparatireoidismo Idiopático
E21.0,Hiperparatireoidismo Primário
E22.0,Acromegalia e Gigantismo Hipofisário
E23.0,Hipopituitarismo
E24.0,Síndrome de Cushing Dependente da Hipófise
E25.0,Transtornos Adrenogenitais Congênitos Associados à Deficiência Enzimática
E26.0,Hiperaldosteronismo Primário
E27.0,Outros Excessos de Atividade Adrenocortical
E28.0,Excesso de Estrógeno
E29.0,Hiperfunção Testicular
E30.0,Puberdade Retardada
E31.0,Insuficiência Poliglandular Auto-imune
E32.0,Hiperplasia Persistente do Timo
E34.0,Síndrome Carcinóide
E35.0,Transtornos da Glândula Tireóide em Doenças Classificadas em Outra Parte
E44.0,Desnutrição Protéico-calórica Moderada
E50.0,Deficiência de Vitamina A Com Xerose Conjuntival
E53.0,Deficiência de Riboflavina
E55.0,Raquitismo Ativo
E56.0,Deficiência de Vitamina E
E61.0,Deficiência de Cobre
E63.0,Deficiência de Ácido Graxo Essencial
E64.0,Seqüelas de Desnutrição Protéico-calórica
E66.0,Obesidade Devida a Excesso de Calorias
E67.0,Hipervitaminose A
E70.0,Fenilcetonúria Clássica
E71.0,Doença da Urina em Xarope de Ácer (ou Bordo) (Maple-syrup Urine Disease)
E72.0,Distúrbios do Transporte de Aminoácidos
E73.0,Deficiência Congênita de Lactase
E74.0,Doença de Depósito de Glicogênio
E75.0,Gangliosidose GM2
E76.0,Mucopolissacaridose do Tipo I
E77.0,Defeitos na Modificação Pós-translacional de Enzimas Lisossômicas
E78.0,Hipercolesterolemia Pura
E79.0,Hiperuricemia Sem Sinais de Artrite Inflamatória e de Doença Com Tofos
E80.0,Porfiria Hereditária Eritropoética
E83.0,Distúrbios do Metabolismo do Cobre
E84.0,Fibrose Cística Com Manifestações Pulmonares
E85.0,Amiloidose Heredofamiliar Não-neuropática
E87.0,Hiperosmolaridade e Hipernatremia
E88.0,Distúrbios do Metabolismo Das Proteínas Plasmáticas Não Classificados em Outra Parte
E89.0,Hipotireoidismo Pós-procedimento
F00.0,Demência na Doença de Alzheimer de Início Precoce
F01.0,Demência Vascular de Início Agudo
F02.0,Demência da Doença de Pick
F05.0,"Delirium Não Superposto a Uma Demência, Assim Descrito"
F06.0,Alucinose Orgânica
F07.0,Transtorno Orgânico da Personalidade
F10.0,Transtornos Mentais e Comportamentais Devidos ao Uso de Álcool - Intoxicação Aguda
F11.0,Transtornos Mentais e Comportamentais Devidos ao Uso de Opiáceos - Intoxicação Aguda
F12.0,Transtornos Mentais e Comportamentais Devidos ao Uso de Canabinóides - Intoxicação Aguda
F13.0,Transtornos Mentais e Comportamentais Devidos ao Uso de Sedativos e Hipnóticos - Intoxicação Aguda
F14.0,Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaína - Intoxicação Aguda
F15.0,"Transtornos Mentais e Comportamentais Devidos ao Uso de Outros Estimulantes, Inclusive a Cafeína - Intoxicação Aguda"
F16.0,Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinógenos - Intoxicação Aguda
F17.0,Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo - Intoxicação Aguda
F18.0,Transtornos Mentais e Comportamentais Devidos ao Uso de Solventes Voláteis - Intoxicação Aguda
F19.0,Transtornos Mentais e Comportamentais Devidos ao Uso de Múltiplas Drogas e ao Uso de Outras Substâncias Psicoativas - Intoxicação Aguda
F20.0,Esquizofrenia Paranóide
F22.0,Transtorno Delirante
F23.0,"Transtorno Psicótico Agudo Polimorfo, Sem Sintomas Esquizofrênicos"
F25.0,Transtorno Esquizoafetivo do Tipo Maníaco
F30.0,Hipomania
F31.0,"Transtorno Afetivo Bipolar, Episódio Atual Hipomaníaco"
F32.0,Episódio Depressivo Leve
F33.0,"Transtorno Depressivo Recorrente, Episódio Atual Leve"
F34.0,Ciclotimia
F38.0,Outros Transtornos do Humor (afetivos) Isolados
F40.0,Agorafobia
F41.0,Transtorno de Pânico (ansiedade Paroxística Episódica)
F42.0,Transtorno Obsessivo-compulsivo Com Predominância de Idéias ou de Ruminações Obsessivas
F43.0,"""Reação Aguda ao """"stress"""""""
F44.0,Amnésia Dissociativa
F45.0,Transtorno de Somatização
F48.0,Neurastenia
F50.0,Anorexia Nervosa
F51.0,Insônia Não-orgânica
F52.0,Ausência ou Perda do Desejo Sexual
F53.0,Transtornos Mentais e Comportamentais Leves Associados ao Puerpério Não Classificados em Outra Parte
F60.0,Personalidade Paranóica
F62.0,Modificação Duradoura da Personalidade Após Uma Experiência Catastrófica
F63.0,Jogo Patológico
F64.0,Transexualismo
F65.0,Fetichismo
F66.0,Transtorno da Maturação Sexual
F68.0,Sintomas Físicos Aumentados Por Fatores Psicológicos
F70.0,Retardo Mental Leve - Menção de Ausência de ou de Comprometimento Mínimo do Comportamento
F71.0,Retardo Mental Moderado - Menção de Ausência de ou de Comprometimento Mínimo do Comportamento
F72.0,Retardo Mental Grave - Menção de Ausência de ou de Comprometimento Mínimo do Comportamento
F73.0,Retardo Mental Profundo - Menção de Ausência de ou de Comprometimento Mínimo do Comportamento
F78.0,Outro Retardo Mental - Menção de Ausência de ou de Comprometimento Mínimo do Comportamento
F79.0,Retardo Mental Não Especificado - Menção de Ausência de ou de Comprometimento Mínimo do Comportamento
F80.0,Transtorno Específico da Articulação da Fala
F81.0,Transtorno Específico de Leitura
F84.0,Autismo Infantil
F90.0,Distúrbios da Atividade e da Atenção
F91.0,Distúrbio de Conduta Restrito ao Contexto Familiar
F92.0,Distúrbio Depressivo de Conduta
F93.0,Transtorno Ligado à Angústia de Separação
F94.0,Mutismo Eletivo
F95.0,Tique Transitório
F98.0,Enurese de Origem Não-orgânica
G00.0,Meningite Por Haemophilus
G02.0,Meningite em Doenças Virais Classificadas em Outra Parte
G03.0,Meningite Não-piogênica
G04.0,Encefalite Aguda Disseminada
G05.0,"Encefalite, Mielite e Encefalomielite em Doenças Bacterianas Classificadas em Outra Parte"
G06.0,Abscesso e Granuloma Intracranianos
G11.0,Ataxia Congênita Não-progressiva
G12.0,Atrofia Muscular Espinal Infantil Tipo I (Werdnig-Hoffman)
G13.0,Neuromiopatia e Neuropatia Paraneoplásicas
G21.0,Síndrome Maligna Dos Neurolépticos
G23.0,Doença de Hallervorden-Spatz
G24.0,Distonia Induzida Por Drogas
G25.0,Tremor Essencial
G30.0,Doença de Alzheimer de Início Precoce
G31.0,Atrofia Cerebral Circunscrita
G32.0,Degeneração Combinada Subaguda da Medula Espinal em Doenças Classificadas em Outra Parte
G36.0,Neuromielite Óptica (doença de Devic)
G37.0,Esclerose Difusa
G40.0,Epilepsia e Síndromes Epilépticas Idiopáticas Definidas Por Sua Localização (focal) (parcial) Com Crises de Início Focal
G41.0,Estado de Grande Mal Epiléptico
G43.0,Enxaqueca Sem Aura (enxaqueca Comum)
G44.0,"""Síndrome de """"cluster-headache"""""""
G45.0,Síndrome da Artéria Vértebro-basilar
G46.0,Síndrome da Artéria Cerebral Média
G47.0,Distúrbios do Início e da Manutenção do Sono (insônias)
G50.0,Nevralgia do Trigêmeo
G51.0,Paralisia de Bell
G52.0,Transtornos do Nervo Olfatório
G53.0,Nevralgia Pós-zoster
G54.0,Transtornos do Plexo Braquial
G55.0,Compressões Das Raízes e Dos Plexos Nervosos em Doenças Neoplásicas
G56.0,Síndrome do Túnel do Carpo
G57.0,Lesão do Nervo Ciático
G58.0,Neuropatia Intercostal
G59.0,Mononeuropatia Diabética
G60.0,Neuropatia Hereditária Motora e Sensorial
G61.0,Síndrome de Guillain-Barré
G62.0,Polineuropatia Induzida Por Drogas
G63.0,Polineuropatia em Doenças Infecciosas e Parasitárias Classificadas em Outra Parte
G70.0,Miastenia Gravis
G71.0,Distrofia Muscular
G72.0,Miopatia Induzida Por Drogas
G73.0,Síndromes Miastênicas em Doenças Endócrinas
G80.0,Paralisia Cerebral Quadriplágica Espástica
G81.0,Hemiplegia Flácida
G82.0,Paraplegia Flácida
G83.0,Diplegia Dos Membros Superiores
G90.0,Neuropatia Autonômica Periférica Idiopática
G91.0,Hidrocefalia Comunicante
G93.0,Cistos Cerebrais
G94.0,Hidrocefalia em Doenças Infecciosas e Parasitárias Classificadas em Outra Parte
G95.0,Siringomielia e Siringobulbia
G96.0,Fístula Liquórica
G97.0,Perda de Líquor Resultante de Punção Espinal
G99.0,Neuropatia Autonômica em Doenças Endócrinas e Metabólicas
H00.0,Hordéolo e Outras Inflamações Profundas Das Pálpebras
H01.0,Blefarite
H02.0,Entrópio e Triquíase da Pálpebra
H03.0,Infestação Parasitária da Pálpebra em Doenças Classificadas em Outra Parte
H04.0,Dacrioadenite
H05.0,Inflamação Aguda da Órbita
H06.0,Transtornos do Aparelho Lacrimal em Doenças Classificadas em Outra Parte
H10.0,Conjuntivite Mucopurulenta
H11.0,Pterígio
H13.0,Infestação Por Filárias na Conjuntiva
H15.0,Esclerite
H16.0,Úlcera de Córnea
H17.0,Leucoma Aderente
H18.0,Pigmentações e Depósitos da Córnea
H19.0,Esclerite e Episclerite em Doenças Classificadas em Outra Parte
H20.0,Iridociclite Aguda e Subaguda
H21.0,Hifema
H22.0,Iridociclite em Doenças Infecciosas e Parasitárias Classificadas em Outra Parte
H25.0,Catarata Senil Incipiente
H26.0,"Catarata Infantil, Juvenil e Pré-senil"
H27.0,Afacia
H28.0,Catarata Diabética
H30.0,Inflamação Coriorretiniana Focal
H31.0,Cicatrizes Coriorretinianas
H32.0,Inflamação Coriorretiniana em Doenças Infecciosas e Parasitárias Classificadas em Outra Parte
H33.0,Descolamento da Retina Com Defeito Retiniano
H34.0,Oclusão Arterial Retiniana Transitória
H35.0,Retinopatias de Fundo e Alterações Vasculares da Retina
H36.0,Retinopatia Diabética
H40.0,Suspeita de Glaucoma
H42.0,"Glaucoma em Doenças Endócrinas, Nutricionais e Metabólicas Classificadas em Outra Parte"
H43.0,Prolapso do Humor Vítreo
H44.0,Endoftalmite Purulenta
H45.0,Hemorragia Vítrea em Doenças Classificadas em Outra Parte
H47.0,Transtornos do Nervo Óptico Não Classificados em Outra Parte
H48.0,Atrofia Óptica em Doenças Classificadas em Outra Parte
H49.0,Paralisia do Terceiro Par (oculomotor)
H50.0,Estrabismo Convergente Concomitante
H51.0,Paralisia do Olhar Conjugado
H52.0,Hipermetropia
H53.0,Ambliopia Por Anopsia
H54.0,"Cegueira, Ambos os Olhos"
H57.0,Anomalias da Função Pupilar
H58.0,Anomalias da Função Pupilar em Doenças Classificadas em Outra Parte
H59.0,Ceropatia (bolhosa Afácica) Subseqüente a Cirurgia de Catarata
H60.0,Abscesso do Ouvido Externo
H61.0,Pericondrite do Pavilhão da Orelha
H62.0,Otite Externa em Doenças Bacterianas Classificadas em Outra Parte
H65.0,Otite Média Aguda Serosa
H66.0,Otite Média Aguda Supurativa
H67.0,Otite Média em Doenças Bacterianas Classificadas em Outra Parte
H68.0,Salpingite da Trompa de Eustáquio
H69.0,Trompa de Eustáquio Aberta (patente) (patulosa)
H70.0,Mastoidite Aguda
H72.0,Perfuração Central da Membrana do Tímpano
H73.0,Miringite Aguda
H74.0,Timpanosclerose
H75.0,Mastoidite em Doenças Infecciosas e Parasitárias Classificadas em Outra Parte
H80.0,"Otosclerose Que Compromete a Janela Oval, Não-obliterante"
H81.0,Doença de Ménière
H83.0,Labirintite
H90.0,Perda de Audição Bilateral Devida a Transtorno de Condução
H91.0,Perda de Audição Ototóxica
H92.0,Otalgia
H93.0,Transtornos Degenerativos e Vasculares do Ouvido
H94.0,Neurite Acústica em Doenças Infecciosas e Parasitárias Classificadas em Outra Parte
H95.0,Colesteatoma Recorrente da Cavidade Pós-mastoidectomia
I01.0,Pericardite Reumática Aguda
I02.0,Coréia Reumática Com Comprometimento Cardíaco
I05.0,Estenose Mitral
I06.0,Estenose Aórtica Reumática
I07.0,Estenose Tricúspide
I08.0,Transtornos de Valvas Mitral e Aórtica
I09.0,Miocardite Reumática
I11.0,Doença Cardíaca Hipertensiva Com Insuficiência Cardíaca (congestiva)
I12.0,Doença Renal Hipertensiva Com Insuficiência Renal
I13.0,Doença Cardíaca e Renal Hipertensiva Com Insuficiência Cardíaca (congestiva)
I15.0,Hipertensão Renovascular
I20.0,Angina Instável
I21.0,Infarto Agudo Transmural da Parede Anterior do Miocárdio
I22.0,Infarto do Miocárdio Recorrente da Parede Anterior
I23.0,Hemopericárdio Como Complicação Atual Subseqüente ao Infarto Agudo do Miocárdio
I24.0,Trombose Coronária Que Não Resulta em Infarto do Miocárdio
I25.0,"Doença Cardiovascular Aterosclerótica, Descrita Desta Maneira"
I26.0,Embolia Pulmonar Com Menção de Cor Pulmonale Agudo
I27.0,Hipertensão Pulmonar Primária
I28.0,Fístula Arteriovenosa de Vasos Pulmonares
I30.0,Pericardite Aguda Idiopática Não Específica
I31.0,Pericardite Adesiva Crônica
I32.0,Pericardite em Doenças Bacterianas Classificadas em Outra Parte
I33.0,Endocardite Infecciosa Aguda e Subaguda
I34.0,Insuficiência (da Valva) Mitral
